# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Bacteria;p__AD3;c__ABS-6;o__;f__	0.000106725863946	0.0	2.9638264976e-05	9.25129286818e-06	0.0	7.277384799e-06	0.0	2.59051250699e-05	0.0	0.0	6.15233173373e-06	0.0	0.0	0.0	0.0	4.90924902516e-05	0.0	0.0	0.0	0.0	0.0	8.77381114859e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__JG37-AG-4;o__;f__	0.0	0.0	4.93971082933e-06	0.0	0.0	0.0	0.0	1.5543075042e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000497938115409	1.13567319868e-05	0.0	0.0	0.0	0.0	6.82407533779e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__;o__;f__	0.000234796900681	0.00111687165628	0.00227720669232	0.0006105853293	0.0028202820282	0.00130992926382	0.00146598254148	0.000626904026693	0.00170985795668	0.0069505117324	0.00143349329396	0.00681955876051	0.00179341788867	0.000526857478926	0.00160506638477	8.41585547171e-05	0.00519570488396	0.00104314230522	0.00141533813064	0.00441587116046	0.000300998194011	0.000380198483106	0.000964052145667	0.00384637060415	0.00166444406566	0.000177197245849	0.00102855321676
k__Bacteria;p__Acidobacteria;c__AT-s54;o__;f__	4.26903455783e-05	8.27312337985e-05	6.91559516106e-05	8.32616358136e-05	0.0001800180018	0.000189212004774	0.00020823615646	0.0	0.000233541574571	0.000132613579631	7.38279808047e-05	0.000140380949566	0.000151682109987	7.35149970594e-05	0.000223060585195	3.50660644655e-05	1.70350979802e-05	0.000128783000644	0.00018288076969	2.16464272572e-05	4.89997060018e-05	0.000321706408782	0.000251869479499	0.000112714156898	8.02141718388e-05	7.59416767922e-05	0.000202813310348
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__	0.00510149629661	0.00981743974408	0.00962749640636	0.00532874469207	0.010696069607	0.00834716036445	0.00407309922036	0.00690112531863	0.00333630820815	0.00643565901148	0.00653992863295	0.00870361887311	0.00722274517852	0.00985100960596	0.00474246200696	0.00697814682863	0.00613263527287	0.00471345782357	0.00766508965133	0.00341472389982	0.00666396001624	0.00892979001345	0.00483763103727	0.00414224526601	0.00356953064683	0.00146820575132	0.0044329194976
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__BPC015;f__	0.0	0.0	6.42162407813e-05	0.0	4.500450045e-05	7.277384799e-06	0.000166588925168	3.62671750979e-05	0.000108430016765	0.000195019970045	4.30663221361e-05	9.60501233875e-05	4.46123852904e-06	8.57674965693e-05	0.000169720010474	0.0	0.000556479867353	0.0	0.000111318729376	0.000129878563543	2.09998740008e-05	0.0	1.73703089309e-05	0.000225428313796	0.000220588972557	0.0	0.000202813310348
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__	0.00221989797007	0.00246814847499	0.00354177266463	0.00190576633084	0.00625562556256	0.00335487439234	0.00957886319717	0.00161647980436	0.00452903839257	0.00592080629056	0.00376522702104	0.00725547855127	0.00624573394066	0.00267104489316	0.00427694426395	0.00100990265661	0.00670047187221	0.00535737282679	0.00359400469129	0.00478927203065	0.00167298996206	0.00225194486147	0.00367382033889	0.00531165464382	0.00463236842369	0.000531591737546	0.00396934621681
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	0.0569489210015	0.0650681153825	0.0859065110328	0.0667295754582	0.0963696369637	0.0613265217012	0.0869261011528	0.0663637494042	0.0846755023229	0.0817523714428	0.0829580410976	0.0749782040105	0.0772508063689	0.0818834542247	0.10379106012	0.0515330883384	0.0895819019119	0.0932646490663	0.0936906134457	0.0741714829967	0.0885284688292	0.0888007175028	0.0587550699589	0.0805483543733	0.0830718017106	0.0202004860267	0.0708977386316
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40	0.0119959871075	0.0104792896145	0.0166517652057	0.0110367923917	0.0178667866787	0.0116074287544	0.0138435396815	0.0101392659524	0.0136538413419	0.0127777084373	0.0129322013043	0.0212196887976	0.0126297662757	0.0115908645364	0.0118367584448	0.00711139787359	0.0115441180646	0.0294913071475	0.0151154931817	0.011072147542	0.0118859286844	0.00839361266548	0.0100313534076	0.0104683273219	0.00882355890227	0.00597407857432	0.0103434788277
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424	0.00484535422314	0.00569466659313	0.0092471386725	0.00505120590603	0.00556555655566	0.00404622594824	0.0070300526421	0.0037769672352	0.00634732636601	0.00612362705941	0.00597391411345	0.00460301745157	0.00484936628107	0.00642030974319	0.00664817526743	0.00126939153365	0.00707524402778	0.0105086928525	0.0071403013557	0.00599606035024	0.0055719665682	0.00386047690538	0.0038475234282	0.00546663660956	0.00827208647088	0.00291109761037	0.00622926596068
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	0.00211317210613	0.0	0.000617463853666	0.000462564643409	0.0	7.277384799e-06	8.32944625841e-06	0.006294945392	3.33630820815e-05	0.0	0.00230097206841	0.0	9.81472476389e-05	4.90099980396e-05	0.0	0.0102182511852	0.0	1.28783000644e-05	3.18053512503e-05	0.000108232136286	0.00296798219211	0.00177425958783	0.000208443707171	5.63570784491e-05	4.01070859194e-05	0.00068347509113	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae	0.0564793272002	0.000455021785892	0.00177335618773	0.00531024210633	0.0001200120012	0.000211044159171	1.66588925168e-05	0.00769900317079	7.50669346834e-05	7.8007988018e-06	0.00184569952012	2.21654130894e-05	0.00018737201822	0.000379827484807	2.90948589384e-05	0.0565124694925	2.8391829967e-05	7.72698003863e-05	0.000111318729376	0.00084421066303	0.00867994792031	0.0281834311451	0.00153727234039	0.000112714156898	0.000150401572198	0.000329080599433	0.000405626620696
k__Bacteria;p__Acidobacteria;c__BPC102;o__;f__	2.13451727892e-05	0.000275770779328	0.000158070746538	0.0	0.00019501950195	0.000101883387186	0.000149930032651	5.18102501399e-06	6.6726164163e-05	0.000179418372441	0.000147655961609	0.000214265659864	0.000111530963226	1.22524995099e-05	0.000164870867318	1.40264257862e-05	0.000232813005729	0.00011590470058	0.000135172742814	6.49392817715e-05	1.39999160005e-05	4.87433952699e-05	2.60554633964e-05	0.000211339044184	0.000370990544754	0.0	0.000115893320199
k__Bacteria;p__Acidobacteria;c__BPC102;o__B110;f__	0.0	0.00019303954553	4.93971082933e-06	0.0	0.0	7.277384799e-06	8.32944625841e-06	0.0	0.0	4.68047928108e-05	0.0	2.21654130894e-05	0.0	0.0	4.36422884076e-05	0.0	3.40701959604e-05	5.15132002576e-05	1.59026756252e-05	0.0	0.0	0.0	0.0	2.81785392245e-05	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__	8.53806911567e-05	0.000620484253489	0.000429754842152	0.000212779735968	0.000675067506751	0.000531249090327	0.00110781635237	0.00018133587549	0.000567172395386	0.00209841487768	0.000356835240556	0.00269679192588	0.000740565595821	0.000502352479906	0.0012122857891	7.01321289309e-06	0.00312310129637	0.000360592401803	0.000500934282193	0.000860445483473	0.000167998992006	0.000165727543918	0.000521109267928	0.0017188908927	0.00201538106745	0.000151883353584	0.000275246635472
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__	0.0259343849388	0.000565330097623	0.00175853705524	0.00134143746589	0.00043504350435	0.000356591855151	0.000149930032651	0.00410337181108	0.000341971591336	0.000265227159261	0.000498338870432	0.000169934833686	0.000334592889678	0.000318564987257	0.000315194305166	0.0139352540186	0.000193064443776	0.000231809401159	0.000278296823441	0.000546572288244	0.00216998698008	0.00455263311821	0.00138093956001	0.000563570784491	0.000461231488073	0.000278452814905	0.000333193295571
k__Bacteria;p__Acidobacteria;c__EC1113;o__;f__	0.00145147174966	0.00111687165628	0.000548307902055	0.000601334036432	0.0003300330033	0.000349314470352	0.00031651895782	0.000523283526413	0.000408697755499	0.00113891662506	0.000486034206964	0.000347258138401	0.000156143348516	0.000355322485787	0.000397629738825	0.000364687070441	0.000789292873083	0.000231809401159	0.000310102174691	0.000795506201701	0.00054599672402	0.00119908752364	0.000442942877739	0.000788999098287	0.00207554169633	7.59416767922e-05	0.000333193295571
k__Bacteria;p__Acidobacteria;c__GAL08;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27134639736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39999160005e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__	0.000554974492519	0.00358502013127	0.00288479112433	0.000194277150232	0.0030303030303	0.00301283730679	0.00211567934964	0.00147141110397	0.00235209728675	0.00334654268597	0.00217177310201	0.00320659642694	0.00230199908098	0.00238923740443	0.00352047793155	0.000175330322327	0.0101699534942	0.00149388280747	0.00342702659722	0.00377188994956	0.000678995926024	0.000526428668915	0.00308322983524	0.00479035166817	0.00340910230315	0.000177197245849	0.00163699314781
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__	0.000277487246259	0.00158568198114	0.00275635864277	0.000518072400618	0.00844584458446	0.00340581608593	0.00646365029653	0.00121235985327	0.00277747658329	0.00770718921618	0.00225175341454	0.0212861850369	0.00625911765624	0.00120074495197	0.00440787112917	0.000413779560692	0.00716041951768	0.00368319381842	0.00298175167972	0.00299261856831	0.00101499391004	0.000477685273645	0.00344800632279	0.0107078449053	0.00219586295409	0.000303766707169	0.00181083312811
k__Bacteria;p__Acidobacteria;c__S035;o__;f__	0.0	0.00150295074734	0.00103733927416	9.25129286818e-05	0.000810081008101	0.00126626495503	0.00105783967482	0.000321223550867	0.0018016064324	0.00176298052921	0.000744432139781	0.0007684009871	0.000941321329628	0.000183787492649	0.00194450640572	2.80528515724e-05	0.00390671580346	0.000927237604636	0.00137558144158	0.00099573565383	0.000188998866007	5.84920743239e-05	0.000851145137616	0.00250788999098	0.0015942566653	0.000151883353584	0.000854713236466
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10396386793e-05	0.0	0.0	0.0	0.0	0.0	9.74867905399e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;Other	0.00288159832654	1.37885389664e-05	2.9638264976e-05	9.25129286818e-06	4.500450045e-05	5.0941693593e-05	6.66355700673e-05	8.28964002238e-05	0.000158474639887	3.12031952072e-05	5.53709856035e-05	4.43308261788e-05	7.13798164646e-05	6.12624975495e-05	7.75862905025e-05	0.000715347715095	0.000130602417848	1.28783000644e-05	6.36107025007e-05	4.87044613287e-05	4.19997480015e-05	0.000116984148648	5.21109267928e-05	7.04463480613e-05	0.0	5.06277845281e-05	1.44866650248e-05
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__	0.0120600226259	0.00275770779328	0.00225250813817	0.00417233308355	0.0027302730273	0.00260530375804	0.00184080762311	0.0049996891385	0.00133452328326	0.00134953819271	0.00500799803125	0.00260813027352	0.002074475916	0.00491325230347	0.00258944244552	0.0116840126799	0.00135145110643	0.00193174500966	0.00245696338409	0.00231616771652	0.00419297484215	0.00863732964183	0.00292689705486	0.00204294409378	0.00184492595229	0.00346800324018	0.00272349302467
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__AKIW659	0.0	4.13656168992e-05	4.93971082933e-05	9.25129286818e-06	0.0	0.0	0.0	1.5543075042e-05	2.50223115611e-05	0.0	6.15233173373e-06	0.0	1.78449541162e-05	0.0	4.8491431564e-06	1.40264257862e-05	5.6783659934e-06	0.0	2.38540134378e-05	4.32928545144e-05	1.39999160005e-05	0.0	5.21109267928e-05	4.22678088368e-05	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PAUC26f	2.13451727892e-05	1.37885389664e-05	9.38545057572e-05	9.25129286818e-06	0.0	7.277384799e-06	0.0	0.0	0.0	2.34023964054e-05	6.15233173373e-06	7.38847102981e-06	0.0	0.0	1.45474294692e-05	0.0	7.38187579142e-05	2.57566001288e-05	7.95133781259e-06	0.0001515249908	1.39999160005e-05	9.74867905399e-06	4.34257723274e-05	4.22678088368e-05	0.000370990544754	0.000708788983394	1.44866650248e-05
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PK34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6783659934e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	0.00601933872655	0.000992774805582	0.00176347676607	0.00300667018216	0.00046504650465	0.000443920472739	0.000741320716999	0.00317596833358	0.000467083149141	0.000686470294558	0.00204872646733	0.000783177929159	0.00100377866903	0.000931189962752	0.000562500606143	0.0127009285494	0.000760901043116	0.000927237604636	0.000755377092196	0.000979500833387	0.00227498635008	0.00580046403712	0.00174571604756	0.000605838593327	0.000731954318029	0.000658161198866	0.000709846586217
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae]	0.000277487246259	0.000248193701395	0.000182769300685	0.000333046543254	0.00016501650165	0.00021832154397	0.000216565602719	4.66292251259e-05	0.000325290050295	0.000148215177234	0.000356835240556	0.000155157891626	0.000209678210865	0.000747402470104	8.24354336589e-05	0.0002033831739	4.54269279472e-05	0.000437862202189	0.000548642309069	0.000395047297444	0.000188998866007	0.000116984148648	0.00026923978843	9.86248872858e-05	0.000240642515516	0.000379708383961	0.000376653290646
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__	0.00200644624218	0.00354365451437	0.00132878221309	0.00161897625193	0.0037203720372	0.0036459697843	0.0021240087959	0.000642447101735	0.00160142793991	0.00368197703445	0.00321151716501	0.00182495234436	0.00184249151249	0.00242599490296	0.00232273957192	0.000315594580189	0.00204421175762	0.00345138441726	0.00216276388502	0.00149360348075	0.000811995128029	0.00255415391214	0.00181519728328	0.00188796212804	0.00361966450423	0.000303766707169	0.00163699314781
k__Bacteria;p__Acidobacteria;c__TM1;o__;f__	0.00548570940682	4.13656168992e-05	6.42162407813e-05	4.62564643409e-05	0.0001200120012	4.3664308794e-05	4.16472312921e-05	0.000160611775434	3.33630820815e-05	9.36095856216e-05	3.69139904024e-05	8.12731813279e-05	4.01511467614e-05	0.0	6.30388610333e-05	0.000547030605661	2.8391829967e-05	0.0	2.38540134378e-05	3.78812477001e-05	2.09998740008e-05	0.000575172064185	8.68515446547e-06	4.22678088368e-05	7.0187400359e-05	5.06277845281e-05	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__;f__	6.40355183675e-05	2.75770779328e-05	1.97588433173e-05	9.25129286818e-05	7.50075007501e-05	0.000276540622362	3.33177850337e-05	4.14482001119e-05	0.000125111557806	0.000195019970045	0.000203026947213	0.000258596486043	0.000115992201755	3.67574985297e-05	4.36422884076e-05	0.000147277470755	0.000147637515828	2.57566001288e-05	0.000159026756252	8.11741022144e-05	0.0	0.000155978864864	0.000234499170568	0.000211339044184	0.000170455115157	0.0	0.000202813310348
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__	8.53806911567e-05	0.00261982240362	0.00265756442618	0.000296041371782	0.0034503450345	0.00134631618781	0.00156593589658	0.00137815265372	0.00140124944742	0.00408761857214	0.00263935031377	0.00140380949566	0.00134283279724	0.00162958243482	0.00219666184985	2.10396386793e-05	0.00797810422073	0.00242112041211	0.00332365920566	0.00528172825075	0.000300998194011	0.000448439236483	0.00139830986894	0.00473399458972	0.0248463397271	0.000253138922641	0.00173839980298
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__	0.000661700356464	0.000482598863824	0.000197588433173	0.000490318522013	0.0010501050105	0.000735015864699	0.000741320716999	0.000139887675378	0.000417038526019	0.000483649525711	0.000559862187769	0.000302927312222	0.000923476375511	0.000771907469124	0.000664332612427	3.50660644655e-05	0.000210099541756	0.00073406310367	0.000699717727508	0.000286815161158	0.00054599672402	0.000204722260134	0.000451628032205	0.000338142470694	0.000300803144396	0.00012656946132	0.000840226571441
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246;f__	0.0	0.0	0.0	1.85025857364e-05	0.0	1.4554769598e-05	0.0	1.0362050028e-05	0.0	0.0	1.23046634675e-05	0.0	2.67674311742e-05	1.22524995099e-05	9.69828631281e-06	0.000210396386793	0.0	0.0	0.0	0.0	6.29996220023e-05	5.84920743239e-05	3.47406178619e-05	0.0	0.0	0.0	2.89733300497e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__	0.0	0.000689426948321	0.00557693352631	0.000157271978759	0.0102310231023	0.00522516228568	0.00423135869927	0.000865231177336	0.00544652314981	0.00861208187718	0.00246708502522	0.0165132327516	0.00972549999331	0.00341844736326	0.00616326095179	0.000175330322327	0.00643358867052	0.00392788151964	0.00586013596788	0.00568218715501	0.00228198630808	0.000204722260134	0.00343932116833	0.00559344003607	0.00165441729418	0.000455650060753	0.00112995987194
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	0.00540032871566	0.0393524902101	0.0129618012162	0.0112495721277	0.014401440144	0.0121896195383	0.00822116345705	0.0131079932854	0.00657252717006	0.0154143784324	0.018137073951	0.00792044094395	0.010287616048	0.012350519506	0.011594301287	0.0162355878475	0.0113340185228	0.00690276883451	0.015441498032	0.0103902850834	0.0118229290624	0.0164557702431	0.0138701916814	0.0150614292155	0.0663070397963	0.00253138922641	0.010517318808
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075	0.0168413413307	0.0145193315316	0.0104277295607	0.0184378266863	0.0195319531953	0.011621983524	0.0131605250883	0.0132789671109	0.00984210921405	0.0102580504244	0.0176387350806	0.012154034844	0.0186167483817	0.0303126837875	0.014508636324	0.0218391449491	0.0170294196142	0.010804893754	0.0148769530474	0.00903197177306	0.0123759257444	0.0112889703445	0.00971868784686	0.0114686654644	0.0100568517943	0.00410085054678	0.0219183241826
k__Bacteria;p__Acidobacteria;c__iii1-8;o__;f__	0.0	0.0	0.0	2.77538786045e-05	0.0001200120012	4.3664308794e-05	4.16472312921e-05	0.0	5.00446231223e-05	1.56015976036e-05	0.0	0.0	2.23061926452e-05	3.67574985297e-05	9.69828631281e-06	0.0	5.6783659934e-06	0.0	3.18053512503e-05	5.4116068143e-06	0.0	9.74867905399e-06	1.73703089309e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__	0.00181433968708	0.000868677954884	0.00138311903221	0.00091587799395	0.00301530153015	0.0014700317294	0.00383987472513	0.000450749176217	0.000984210921405	0.00156796055916	0.000769041466716	0.00241603002675	0.00228415412687	0.000563614977455	0.001891165831	0.00230033382893	0.00174893672597	0.00142949130715	0.000715620403133	0.0017046561465	0.000657996052024	0.000623915459455	0.00270976819323	0.00185978358882	0.00182487240933	7.59416767922e-05	0.00101406655174
